code,pop,name,perc,logperc
19121,15654,"Madison County, IA",4.986715471534819e-05,-9.90614799406741
19123,22443,"Mahaska County, IA",7.149409437054807e-05,-9.545895707891678
19125,33419,"Marion County, IA",0.00010645908032657603,-9.14774986893276
19127,40857,"Marshall County, IA",0.00013015346494218608,-8.946796304195127
19129,14837,"Mills County, IA",4.726453139846819e-05,-9.9597504084814
19131,10725,"Mitchell County, IA",3.416540400677842e-05,-10.284297004635976
19133,9124,"Monona County, IA",2.906528169303928e-05,-10.445966165027915
19135,8063,"Monroe County, IA",2.568537552509598e-05,-10.56958877374717
19137,10566,"Montgomery County, IA",3.36588959194052e-05,-10.299233170707932
19139,42879,"Muscatine County, IA",0.00013659471873255494,-8.898492273854968
19141,14172,"O'Brien County, IA",4.514611707077517e-05,-10.00560628244683
19143,6193,"Osceola County, IA",1.97283307239141e-05,-10.833454847494131
19145,15713,"Page County, IA",5.005510425720366e-05,-9.902386074242061
19147,9275,"Palo Alto County, IA",2.9546305096771077e-05,-10.429551860956558
19149,24907,"Plymouth County, IA",7.934337693210536e-05,-9.44172558098949
19151,7150,"Pocahontas County, IA",2.2776936004518945e-05,-10.68976211274414
19153,443710,"Polk County, IA",0.0014134761223167972,-6.561703273568431
19155,92913,"Pottawattamie County, IA",0.0002959823013969047,-8.125210898005886
19157,18736,"Poweshiek County, IA",5.968512908820517e-05,-9.726427662594695
19159,5096,"Ringgold County, IA",1.623374347958441e-05,-11.028418551180193
19161,10153,"Sac County, IA",3.23432491264169e-05,-10.33910524113097
19163,168799,"Scott County, IA",0.0005377236392485026,-7.528165811476363
19165,12069,"Shelby County, IA",3.8446830858536944e-05,-10.166234287814294
19167,34268,"Sioux County, IA",0.0001091636423780217,-9.122662495348258
19169,91140,"Story County, IA",0.000290334258384875,-8.14447768361432
19171,17536,"Tama County, IA",5.58624265419922e-05,-9.79261855868445
19173,6208,"Taylor County, IA",1.9776114505741764e-05,-10.831035686569138
19175,12594,"Union County, IA",4.011926322250512e-05,-10.123653959383505
19177,7449,"Van Buren County, IA",2.3729426055617008e-05,-10.648794674255917
19179,35366,"Wapello County, IA",0.00011266141520780657,-9.09112356281727
19181,46891,"Warren County, IA",0.00014937528757872696,-8.809048710067117
19183,21914,"Washington County, IA",6.980891966475918e-05,-9.569748767466855
19185,6344,"Wayne County, IA",2.02093541276459e-05,-10.80936498511751
19187,37273,"Webster County, IA",0.00011873632667083002,-9.038605265503671
19189,10600,"Winnebago County, IA",3.376720582488123e-05,-10.296020468332035
19191,21061,"Winneshiek County, IA",6.70916152714928e-05,-9.60945148049071
19193,102323,"Woodbury County, IA",0.00032595866053012474,-8.028739992828205
19195,7519,"Worth County, IA",2.3952417037479434e-05,-10.639441319054166
19197,12991,"Wright County, IA",4.1383940648210575e-05,-10.09261765943646
20000,2885905,KANSAS,0.00919329699302395,-4.689280648190951
20001,13319,"Allen County, KS",4.2428812677508785e-05,-10.067682882231162
20003,7917,"Anderson County, KS",2.5220280048640066e-05,-10.58786212326076
20005,16813,"Atchison County, KS",5.3559248257898885e-05,-9.834722072753264
20007,4861,"Barber County, KS",1.5485130897617705e-05,-11.075630291386737
20009,27557,"Barton County, KS",8.778517838832566e-05,-9.3406178826403
20011,14897,"Bourbon County, KS",4.745566652577884e-05,-9.9557146190526
20013,9881,"Brown County, KS",3.147676988260863e-05,-10.36626074823723
20015,65827,"Butler County, KS",0.00020969753375796763,-8.469844380936395
20017,2757,"Chase County, KS",8.782659099924298e-06,-11.642731337408396
20019,3571,"Chautauqua County, KS",1.1375725660438762e-05,-11.384028800837745
20021,21226,"Cherokee County, KS",6.761723687159708e-05,-9.601647624110425
20023,2678,"Cheyenne County, KS",8.530997848965277e-06,-11.671804222181075
20025,2181,"Clark County, KS",6.947761877742072e-06,-11.877090982230564
20027,8531,"Clay County, KS",2.7176229518119037e-05,-10.513167881523499
20029,9397,"Cloud County, KS",2.993494652230273e-05,-10.416483980049128
20031,8502,"Coffey County, KS",2.708384753991889e-05,-10.516573039513457
20033,1913,"Comanche County, KS",6.094024975754509e-06,-12.00820177899194
20035,36288,"Cowley County, KS",0.0001155985249974802,-9.065387361344769
20037,39361,"Crawford County, KS",0.0001253878291012406,-8.984098991084679
20039,2871,"Decatur County, KS",9.14581584181453e-06,-11.60221406831113
20041,19762,"Dickinson County, KS",6.295353976521726e-05,-9.673113567677285
20043,7864,"Doniphan County, KS",2.5051444019515662e-05,-10.59457908660519
20045,112864,"Douglas County, KS",0.0003595379168131505,-7.930690915396414
20047,2979,"Edwards County, KS",9.489859070973697e-06,-11.565286795718912
20049,2720,"Elk County, KS",8.664792438082732e-06,-11.65624258914215
20051,29053,"Ellis County, KS",9.255081422927118e-05,-9.287752721260386
20053,6494,"Ellsworth County, KS",2.0687191945922522e-05,-10.785995795769402
20055,37200,"Finney County, KS",0.00011850377893260205,-9.040565708170956
20057,34752,"Ford County, KS",0.0001107054657383276,-9.108637345138586
20059,25906,"Franklin County, KS",8.252577680182766e-05,-9.402399867341991
20061,38013,"Geary County, KS",0.00012109365990766134,-9.018946262965175
20063,2729,"Gove County, KS",8.693462707179329e-06,-11.652939227723854
20065,2578,"Graham County, KS",8.21243930344753e-06,-11.709860564933061
20067,7923,"Grant County, KS",2.523939356137113e-05,-10.587104547466952
20069,6030,"Gray County, KS",1.920908029472017e-05,-10.860127458710961
20071,1298,"Greeley County, KS",4.134889920820362e-06,-12.396049851168158
20073,6454,"Greenwood County, KS",2.0559768527715423e-05,-10.792174375820286
20075,2639,"Hamilton County, KS",8.406760016213355e-06,-11.686474411928868
20077,5911,"Harper County, KS",1.8829995625554053e-05,-10.880059447607824
20079,34852,"Harvey County, KS",0.00011102402428384535,-9.105763945081016
20081,4256,"Haskell County, KS",1.3557851697235332e-05,-11.208544717410712
20083,1963,"Hodgeman County, KS",6.2533042485133825e-06,-11.982400554155731
20085,13449,"Jackson County, KS",4.2842938786681857e-05,-10.057969715608644
20087,18945,"Jefferson County, KS",6.035091644833726e-05,-9.715334424979492
20089,3046,"Jewell County, KS",9.703293296470588e-06,-11.543045214977086
20091,559913,"Johnson County, KS",0.0017836507089647854,-6.329093054932889
20093,3968,"Kearny County, KS",1.264040308614422e-05,-11.27861228002743
20095,7863,"Kingman County, KS",2.5048258434060483e-05,-10.594706256440677
20097,2496,"Kiowa County, KS",7.951221296122976e-06,-11.742185018942875
20099,21284,"Labette County, KS",6.780200082799736e-05,-9.598918852715933
20101,1704,"Lane County, KS",5.4282376156224165e-06,-12.123896041042933
20103,77739,"Leavenworth County, KS",0.0002476442277000417,-8.303517407499502
20105,3174,"Lincoln County, KS",1.0111048234733304e-05,-11.501881847345839
20107,9441,"Linn County, KS",3.0075112282330537e-05,-10.411812562699676
20109,2784,"Logan County, KS",8.86866990721409e-06,-11.632985726977882
20111,33748,"Lyon County, KS",0.00010750713794132942,-9.137953313146676
20113,29356,"McPherson County, KS",9.351604662218994e-05,-9.27737751476724
20115,12347,"Marion County, KS",3.933242361507628e-05,-10.143461350864449
20117,10022,"Marshall County, KS",3.192593743178865e-05,-10.352091792912523
20119,4396,"Meade County, KS",1.4003833660960178e-05,-11.17617943290868
20121,32612,"Miami County, KS",0.0001038883128642478,-9.172194150649391
20123,6355,"Mitchell County, KS",2.0244395567652853e-05,-10.807632564808639
20125,34459,"Montgomery County, KS",0.0001097720891999606,-9.117104257923977
20127,5854,"Morris County, KS",1.8648417254608938e-05,-10.889749281180363
20129,3169,"Morton County, KS",1.0095120307457417e-05,-11.503458388741272
20131,10132,"Nemaha County, KS",3.227635183185818e-05,-10.341175737310627
20133,16406,"Neosho County, KS",5.226271497764165e-05,-9.859227347869497
20135,3068,"Ness County, KS",9.773376176484493e-06,-11.535848585945047
20137,5612,"Norton County, KS",1.787750557445599e-05,-10.931967307209842
20139,16142,"Osage County, KS",5.1421720417474795e-05,-9.875449898547876
20141,3806,"Osborne County, KS",1.2124338242405468e-05,-11.320295700576098
20143,6072,"Ottawa County, KS",1.9342874883837626e-05,-10.853186429356727
20145,6928,"Pawnee County, KS",2.2069736033469546e-05,-10.721303298189921
20147,5519,"Phillips County, KS",1.7581246127124483e-05,-10.948677784992691
20149,22302,"Pottawatomie County, KS",7.104492682136804e-05,-9.552198108906886
20151,9728,"Pratt County, KS",3.098937530796647e-05,-10.381866144226246
20153,2560,"Rawlins County, KS",8.155098765254336e-06,-11.716867210958585
20155,64438,"Reno County, KS",0.00020527275556072612,-8.491170948246143
20157,4858,"Republic County, KS",1.5475574141252173e-05,-11.076247638870075
20159,9985,"Rice County, KS",3.180807076994708e-05,-10.355790502582277
20161,75508,"Riley County, KS",0.00024053718654954077,-8.332635858543568
20163,5223,"Rooks County, KS",1.663831283239195e-05,-11.003802519995894
20165,3220,"Rush County, KS",1.0257585165671468e-05,-11.48749310989374
20167,6946,"Russell County, KS",2.212707657166274e-05,-10.718708515128174
20169,55988,"Saline County, KS",0.00017835455846447647,-8.631737087391656
20171,4937,"Scott County, KS",1.5727235392211193e-05,-11.06011661017333
20173,503889,"Sedgwick County, KS",0.0016051814694239225,-6.434518463729896
20175,23547,"Seward County, KS",7.5010980713064e-05,-9.49787604563727
20177,178991,"Shawnee County, KS",0.0005701911262076713,-7.469538944202958
20179,2538,"Sheridan County, KS",8.08501588524043e-06,-11.72549810015786
20181,6113,"Sherman County, KS",1.94734838874999e-05,-10.846456818403468
20183,3765,"Smith County, KS",1.1993729238743193e-05,-11.331126608198199
20185,4358,"Stafford County, KS",1.3882781413663434e-05,-11.184861232927627
20187,2175,"Stanton County, KS",6.928648365011007e-06,-11.879845804909408
20189,5756,"Stevens County, KS",1.8336229880001545e-05,-10.906631680424935
20191,23674,"Sumner County, KS",7.541555006587154e-05,-9.492497069918354
20193,7941,"Thomas County, KS",2.5296734099564326e-05,-10.584835257536982
20195,2986,"Trego County, KS",9.512158169159939e-06,-11.562939770333058
20197,7039,"Wabaunsee County, KS",2.2423336018994244e-05,-10.705408354824062
20199,1517,"Wallace County, KS",4.832533135504229e-06,-12.24013976908366
20201,5758,"Washington County, KS",1.83426010509119e-05,-10.906284277260072
20203,2256,"Wichita County, KS",7.186680786880383e-06,-11.843281135814243
20205,9105,"Wilson County, KS",2.9004755569390906e-05,-10.448050756270485
20207,3278,"Woodson County, KS",1.0442349122071762e-05,-11.469640989128418
20209,159129,"Wyandotte County, KS",0.0005069190278969364,-7.587159275417884
21000,4380415,KENTUCKY,0.013954186311641237,-4.271975721709507
21001,18675,"Adair County, KY",5.949080837543934e-05,-9.729688738431175
21003,20210,"Allen County, KY",6.438068204913676e-05,-9.650696938034526
21005,21728,"Anderson County, KY",6.921640077009617e-05,-9.578272718073771
21007,8333,"Ballard County, KY",2.6545483597993896e-05,-10.536650934049986
21009,42631,"Barren County, KY",0.00013580469353967093,-8.904292781289138
21011,11802,"Bath County, KY",3.759627954200456e-05,-10.18860546081508
21013,28183,"Bell County, KY",8.977935488326677e-05,-9.318155510164631
21015,123316,"Boone County, KY",0.00039283365599066547,-7.842124302897183
21017,19978,"Bourbon County, KY",6.364162622353559e-05,-9.662242801340097
21019,49164,"Boyd County, KY",0.00015661612331834536,-8.761712821097321
21021,28658,"Boyle County, KY",9.129250797447607e-05,-9.301441833155645
21023,8494,"Bracken County, KY",2.705836285627747e-05,-10.517514437558976
21025,13635,"Breathitt County, KY",4.343545768134487e-05,-10.044234453152503
21027,20071,"Breckinridge County, KY",6.39378856708671e-05,-9.6575984822727
21029,75896,"Bullitt County, KY",0.00024177319370614962,-8.327510487359481
21031,12840,"Butler County, KY",4.090291724447878e-05,-10.104309171188241
21033,12935,"Caldwell County, KY",4.1205547862720633e-05,-10.096937653812063
21035,37655,"Calloway County, KY",0.00011995322031470781,-9.02840872189674
21037,90908,"Campbell County, KY",0.00028959520255927385,-8.14702646333829
21039,5034,"Carlisle County, KY",1.6036237181363407e-05,-11.040659572736931
21041,10900,"Carroll County, KY",3.472288146143447e-05,-10.268111680214957
21043,27348,"Carter County, KY",8.711939102819358e-05,-9.348231069398508
21045,16082,"Casey County, KY",5.123058529016415e-05,-9.8791738353241
21047,75427,"Christian County, KY",0.00024027915412767138,-8.333709168349458
21049,35787,"Clark County, KY",0.00011400254668443628,-9.079289770482138
21051,21556,"Clay County, KY",6.866848007180565e-05,-9.586220269378806
21053,10285,"Clinton County, KY",3.2763746406500326e-05,-10.326187946345135
21055,9280,"Crittenden County, KY",2.9562233024046964e-05,-10.429012922651946
21057,6819,"Cumberland County, KY",2.17225072188552e-05,-10.73716163591154
21059,97847,"Daviess County, KY",0.00031169998003275035,-8.073469435250175
21061,12071,"Edmonson County, KY",3.8453202029447295e-05,-10.166068587731067
21063,7780,"Elliott County, KY",2.4783854841280752e-05,-10.605318131259756
21065,14493,"Estill County, KY",4.616869000188714e-05,-9.983208695209676
21067,305489,"Fayette County, KY",0.0009731613151167115,-6.9349606980333025
21069,14560,"Fleming County, KY",4.638212422738403e-05,-9.978596426681516
21071,38949,"Floyd County, KY",0.00012407536789370746,-8.99462137140383
21073,49804,"Franklin County, KY",0.00015865489800965895,-8.74877916735989
21075,6525,"Fulton County, KY",2.078594509503302e-05,-10.781233516241299
21077,8479,"Gallatin County, KY",2.701057907444981e-05,-10.51928195112819
21079,16913,"Garrard County, KY",5.387780680341663e-05,-9.82879191245815
21081,24485,"Grant County, KY",7.799905987002046e-05,-9.458813784295776
21083,37544,"Graves County, KY",0.00011959962032918311,-9.03136089095794
21085,25964,"Grayson County, KY",8.271054075822795e-05,-9.400163506278833
21087,11315,"Green County, KY",3.6044899425333124e-05,-10.230745190364555
21089,36707,"Greenup County, KY",0.00011693328530319956,-9.053906996882448
21091,8677,"Hancock County, KY",2.7641324994574948e-05,-10.496198622638703
21093,107025,"Hardin County, KY",0.0003409372833403692,-7.983812017419046
21095,28543,"Harlan County, KY",9.092616564713066e-05,-9.305462747298437
21097,18624,"Harrison County, KY",5.932834351722529e-05,-9.732423397901028
21099,18366,"Hart County, KY",5.85064624697895e-05,-9.746373340258726
21101,46513,"Henderson County, KY",0.00014817113627666988,-8.817142626036652
21103,15318,"Henry County, KY",4.8796798002408556e-05,-9.927845861962654
21105,4754,"Hickman County, KY",1.5144273253913714e-05,-11.097888100512053
21107,46718,"Hopkins County, KY",0.00014882418129498126,-8.81274494006556
21109,13331,"Jackson County, KY",4.246703970297092e-05,-10.066782319318516
21111,750828,"Jefferson County, KY",0.002391826756139993,-6.035697871879546
21113,49635,"Jessamine County, KY",0.00015811653406773397,-8.752178239408371
21115,23383,"Johnson County, KY",7.44885446984149e-05,-9.504865206838799
21117,161711,"Kenton County, KY",0.0005151442095422046,-7.571063677969856
21119,16124,"Knott County, KY",5.13643798792816e-05,-9.876565624195136
21121,31735,"Knox County, KY",0.00010109455442005716,-9.199454296691622
21123,14151,"Larue County, KY",4.5079219776216445e-05,-10.007089176479822
21125,59462,"Laurel County, KY",0.000189421282335763,-8.57153701638793
21127,15848,"Lawrence County, KY",5.048515829365262e-05,-9.893831160053805
21129,7706,"Lee County, KY",2.454812151759762e-05,-10.61487522324609
21131,11170,"Leslie County, KY",3.558298953433239e-05,-10.243642856368947
21133,23952,"Letcher County, KY",7.630114282241088e-05,-9.480822641772784
21135,13835,"Lewis County, KY",4.407257477238036e-05,-10.029672856211167
21137,24461,"Lincoln County, KY",7.792260581909621e-05,-9.459794456952313
21139,9423,"Livingston County, KY",3.0017771744137343e-05,-10.413720960225437
21141,26646,"Logan County, KY",8.488311003865899e-05,-9.374235423912035
21143,8351,"Lyon County, KY",2.660282413618709e-05,-10.534493177278964
21145,65549,"McCracken County, KY",0.0002088119410014283,-8.474076514886843
21147,18069,"McCreary County, KY",5.756034358960179e-05,-9.762676706720363
21149,9506,"McLean County, KY",3.0282175336917073e-05,-10.404951291258238
21151,84786,"Madison County, KY",0.0002700930484026774,-8.216744034621392
21153,13041,"Magoffin County, KY",4.154321992096945e-05,-10.088776228775291
21155,20090,"Marion County, KY",6.399841179451547e-05,-9.656652290623214
21157,31344,"Marshall County, KY",9.984899050708276e-05,-9.211851608247871
21159,12743,"Martin County, KY",4.059391545532656e-05,-10.111892368219914
21161,17512,"Mason County, KY",5.5785972491067935e-05,-9.793988109229494
21163,29237,"Meade County, KY",9.313696195302383e-05,-9.28143943901134
21165,6220,"Menifee County, KY",1.9814341531203892e-05,-10.829104562698967
21167,21261,"Mercer County, KY",6.772873236252829e-05,-9.600000060953827
21169,9969,"Metcalfe County, KY",3.175710140266425e-05,-10.357394191409488
21171,10821,"Monroe County, KY",3.4471220210475454e-05,-10.275385778860544
21173,26902,"Montgomery County, KY",8.569861991518443e-05,-9.364673836163666
21175,13668,"Morgan County, KY",4.354058200136573e-05,-10.041817135197011
21177,31181,"Muhlenberg County, KY",9.932974007788883e-05,-9.217065534493793
21179,44319,"Nelson County, KY",0.0001411819617880105,-8.865460990442475
21181,7000,"Nicholas County, KY",2.2299098186242324e-05,-10.710964320394742
21183,24075,"Ohio County, KY",7.66929698333977e-05,-9.475700511765867
21185,61412,"Oldham County, KY",0.00019563317397335906,-8.539269213653403
21187,10765,"Owen County, KY",3.429282742498551e-05,-10.28057433863373
21189,4722,"Owsley County, KY",1.5042334519348036e-05,-11.104642030786735
21191,14604,"Pendleton County, KY",4.652228998741184e-05,-9.975579005656666
21193,28241,"Perry County, KY",8.996411883966706e-05,-9.31609964668709
21195,64178,"Pike County, KY",0.00020444450334237998,-8.495213996609776
21197,12483,"Powell County, KY",3.9765663236980415e-05,-10.132506750781141
21199,63593,"Pulaski County, KY",0.00020258093585110115,-8.504371068054425
21201,2188,"Robertson County, KY",6.970060975928315e-06,-11.873886584890322
21203,17006,"Rockcastle County, KY",5.417406625074813e-05,-9.823308246486455
21205,23447,"Rowan County, KY",7.469242216754625e-05,-9.502131914511457
21207,17497,"Russell County, KY",5.573818870924027e-05,-9.794845031787574
21209,49057,"Scott County, KY",0.00015627526567464138,-8.763891582102145
21211,43614,"Shelby County, KY",0.0001389361240421104,-8.881496269719502
21213,17538,"Simpson County, KY",5.586879771290255e-05,-9.792504514092892
21215,17416,"Spencer County, KY",5.54801562873709e-05,-9.79948514551781
21217,24691,"Taylor County, KY",7.865529047378703e-05,-9.45043566468554
21219,12651,"Todd County, KY",4.0300841593450234e-05,-10.119138206017523
21221,14447,"Trigg County, KY",4.6022153070948977e-05,-9.986387688902811
21223,8787,"Trimble County, KY",2.799173939464447e-05,-10.48360111293635
21225,14850,"Union County, KY",4.73059440093855e-05,-9.958874604201347
21227,117110,"Warren County, KY",0.0003730639126558341,-7.89376080539601
21229,11833,"Washington County, KY",3.769503269111506e-05,-10.185982231047634
21231,20824,"Wayne County, KY",6.633663151861573e-05,-9.620768301757792
21233,13583,"Webster County, KY",4.326980723767564e-05,-10.048055458609703
21235,35499,"Whitley County, KY",0.00011308509807334517,-9.087369942379524
21237,7164,"Wolfe County, KY",2.282153420089143e-05,-10.687805985251591
21239,25077,"Woodford County, KY",7.988492645948553e-05,-9.434923378064926
22000,4601893,LOUISIANA,0.014659723407083035,-4.2226514498855865
22001,61912,"Acadia Parish, LA",0.00019722596670094782,-8.531160447481899
22003,25539,"Allen Parish, LA",8.135666693977753e-05,-9.416667773880027
22005,112286,"Ascension Parish, LA",0.00035769664842005795,-7.935825281550138
22007,23026,"Assumption Parish, LA",7.335129069091654e-05,-9.520250457198584
22009,41632,"Avoyelles Parish, LA",0.00013262229366994862,-8.928005367119962
22011,36281,"Beauregard Parish, LA",0.00011557622589929396,-9.065580281187174
22013,14076,"Bienville Parish, LA",4.4840300867078136e-05,-10.012403249990717
22015,122197,"Bossier Parish, LA",0.00038926898586632186,-7.851239972932082
22017,257093,"Caddo Parish, LA",0.0008189917214279425,-7.107436582308883
22019,194493,"Calcasieu Parish, LA",0.0006195740719338326,-7.386478296756424
22021,10004,"Caldwell Parish, LA",3.186859689359546e-05,-10.353889456434683
22023,6702,"Cameron Parish, LA",2.1349793720599437e-05,-10.754468480134937
22025,10292,"Catahoula Parish, LA",3.278604550468657e-05,-10.325507575030558
22027,16828,"Claiborne Parish, LA",5.360703203972654e-05,-9.833830303721781
22029,20365,"Concordia Parish, LA",6.487444779468927e-05,-9.64305672834968
22031,26963,"De Soto Parish, LA",8.589294062795026e-05,-9.362408913632269
22033,444526,"East Baton Rouge Parish,",0.0014160755600482221,-6.559865923518314
22035,7526,"East Carroll Parish, LA",2.3974716135665676e-05,-10.63851077727881
22037,20008,"East Feliciana Parish, L",6.373719378719091e-05,-9.660742275874737
22039,33710,"Evangeline Parish, LA",0.00010738608569403267,-9.139079940204086
22041,20561,"Franklin Parish, LA",6.549882254390406e-05,-9.633478391913592
22043,22068,"Grant Parish, LA",7.029949982485651e-05,-9.562745874039871
22045,73999,"Iberia Parish, LA",0.00023573013809767795,-8.352822889850708
22047,33228,"Iberville Parish, LA",0.00010585063350463713,-9.153481575473231
22049,16216,"Jackson Parish, LA",5.165745374115793e-05,-9.870876060300358
22051,433676,"Jefferson Parish, LA",0.0013815119578595464,-6.5845767579310275
22053,31432,"Jefferson Davis Parish,",0.00010012932202713838,-9.209047987193898
22055,227055,"Lafayette Parish, LA",0.0007233031055253216,-7.231682190567418
22057,97029,"Lafourche Parish, LA",0.00030909417113041517,-8.081864566556856
22059,14927,"La Salle Parish, LA",4.755123408943416e-05,-9.953702815798954
22061,46953,"Lincoln Parish, LA",0.00014957279387694798,-8.80772736807358
22063,131942,"Livingston Parish, LA",0.00042031251612702637,-7.774512037364883
22065,12154,"Madison Parish, LA",3.8717605622227026e-05,-10.159216135736893
22067,27559,"Morehouse Parish, LA",8.779154955923602e-05,-9.340545308433143
22069,39436,"Natchitoches Parish, LA",0.0001256267480103789,-8.982195364737262
22071,369250,"Orleans Parish, LA",0.0011762774293242826,-6.745400548038567
22073,155363,"Ouachita Parish, LA",0.000494922113072738,-7.611110155103775
22075,23921,"Plaquemines Parish, LA",7.620238967330037e-05,-9.482117735221406
22077,22726,"Pointe Coupee Parish, LA",7.239561505436329e-05,-9.533364825954239
22079,132373,"Rapides Parish, LA",0.00042168550345820783,-7.771250774235634
22081,8983,"Red River Parish, LA",2.8616114143859256e-05,-10.461540567202986
22083,20921,"Richland Parish, LA",6.664563330776795e-05,-9.616121030248545
22085,24325,"Sabine Parish, LA",7.748936619719207e-05,-9.465369841377987
22087,41635,"St. Bernard Parish, LA",0.00013263185042631417,-8.927933309762274
22089,52681,"St. Charles Parish, LA",0.00016781982736420453,-8.692619610219076
22091,11071,"St. Helena Parish, LA",3.5267616574269823e-05,-10.252545392572726
22093,21722,"St. James Parish, LA",6.91972872573651e-05,-9.578548897592212
22095,44758,St. John the Baptist Par,0.00014258043380283342,-8.855604269757093
22097,83662,"St. Landry Parish, LA",0.0002665124503510579,-8.2300895974344
22099,52726,"St. Martin Parish, LA",0.00016796317870968754,-8.691765776930321
22101,53697,"St. Mary Parish, LA",0.00017105638218666485,-8.673517335417584
22103,239453,"St. Tammany Parish, LA",0.0007627979939986119,-7.178517314028291
22105,123441,"Tangipahoa Parish, LA",0.00039323185417256267,-7.841111160326214
22107,4954,"Tensas Parish, LA",1.578139034494921e-05,-11.056679138382888
22109,111893,"Terrebonne Parish, LA",0.0003564447133361732,-7.939331411942316
22111,22419,"Union Parish, LA",7.14176403196238e-05,-9.546965655833793
22113,58723,"Vermilion Parish, LA",0.00018706713468438684,-8.584042996530584
22115,53869,"Vernon Parish, LA",0.00017160430288495538,-8.670319296137635
22117,46670,"Washington Parish, LA",0.00014867127319313273,-8.813772909488332
22119,40940,"Webster Parish, LA",0.0001304178685349658,-8.944766889216913
22121,24106,"West Baton Rouge Parish,",7.67917229825082e-05,-9.474413697283904
22123,11512,"West Carroll Parish, LA",3.667245976000309e-05,-10.21348449986499
22125,15405,"West Feliciana Parish, L",4.9073943937009e-05,-9.922182337401425
22127,15000,"Winn Parish, LA",4.778378182766212e-05,-9.948824268347845
23000,1329192,MAINE,0.004234254702338258,-5.464547951645568
23001,107609,"Androscoggin County, ME",0.00034279766524619287,-7.978370182097587
23003,70868,"Aroostook County, ME",0.0002257560700375173,-8.396055477711865
23005,283921,"Cumberland County, ME",0.0009044546080194438,-7.008178438999111
23007,30630,"Franklin County, ME",9.757448249208605e-05,-9.234894548605372
23009,54558,"Hancock County, ME",0.00017379917126357267,-8.657610113478226
23011,121853,"Kennebec County, ME",0.0003881731444697408,-7.854059069246958
23013,39668,"Knox County, ME",0.00012636580383598007,-8.976329652126177
23015,34180,"Lincoln County, ME",0.00010888331085796608,-9.12523379176261
23017,57481,"Oxford County, ME",0.00018311063754905644,-8.605420011034962
23019,153746,"Penobscot County, ME",0.000489771021391716,-7.62157257936202
23021,17290,"Piscataquis County, ME",5.507877252001854e-05,-9.806746169754856
23023,35191,"Sagadahoc County, ME",0.00011210393775315052,-9.096084101356356
23025,51910,"Somerset County, ME",0.0001653637409782627,-8.707363019610918
23027,38820,"Waldo County, ME",0.00012366442736998958,-8.997938891709191
23029,32462,"Washington County, ME",0.00010341047504597119,-9.176804294967177
23031,199005,"York County, ME",0.0006339474335075934,-7.363544519413066
24000,5884563,MARYLAND,0.018745778302875524,-3.9767867090973725
24001,74012,"Allegany County, MD",0.00023577155070859525,-8.352647227230586
24003,550488,"Anne Arundel County, MD",0.0017536265660497378,-6.346069311890032
24005,817455,"Baltimore County, MD",0.0026040727582621027,-5.9506786140652865
24009,89628,"Calvert County, MD",0.0002855176531766467,-8.161206698287126
24011,32718,"Caroline County, MD",0.00010422598492249661,-9.168949084278076
24013,167217,"Carroll County, MD",0.0005326840430584118,-7.537582099326822
24015,101696,"Cecil County, MD",0.00032396129844972847,-8.034886498535805
24017,150592,"Charles County, MD",0.00047972368486608625,-7.642300276345159
24019,32551,"Dorchester County, MD",0.00010369399215148198,-9.174066379301182
24021,239582,"Frederick County, MD",0.0007632089345223298,-7.177978731239483
24023,29854,"Garrett County, MD",9.510246817886833e-05,-9.260555635239008
24025,248622,"Harford County, MD",0.0007920066270371341,-7.140940798713727
24027,299430,"Howard County, MD",0.0009538598528437913,-6.954993802083451
24029,20191,"Kent County, MD",6.432015592548839e-05,-9.65163750888182
24031,1004709,"Montgomery County, MD",0.0032005863770859055,-5.744421243124029
24033,881138,"Prince George's County,",0.0028069403968041698,-5.875660215599057
24035,48595,"Queen Anne's County, MD",0.00015480352519434937,-8.773353824494622
24037,108987,"St. Mary's County, MD",0.00034718740200342745,-7.96564586038872
24039,26253,"Somerset County, MD",8.363117495477425e-05,-9.389094201228252
24041,38098,"Talbot County, MD",0.00012136443467135143,-9.01671268213355
24043,149180,"Washington County, MD",0.0004752256382033757,-7.651720838923039
24045,100647,"Wicomico County, MD",0.0003206196193072473,-8.045255124067785
24047,51578,"Worcester County, MD",0.0001643061266071438,-8.7137792444675
24510,621342,"Baltimore city, MD",0.0019793380378908825,-6.2249928144720545
25000,6646144,MASSACHUSETTS,0.02117185965941504,-3.8550823536020244
25001,215423,"Barnstable County, MA",0.0006862483755106972,-7.2842709323408625
25003,130016,"Berkshire County, MA",0.00041417707854035456,-7.789216949644739
25005,551082,"Bristol County, MA",0.001755518803810113,-6.344990851043109
25007,17041,"Dukes County, MA",5.428556174167935e-05,-9.8212522643248
25009,755618,"Essex County, MA",0.002407085710470293,-6.029338511978334
25011,71540,"Franklin County, MA",0.00022789678346339654,-8.386617735619184
25013,465923,"Hampden County, MA",0.0014842375320326545,-6.512854085028892
25015,159795,"Hampshire County, MA",0.0005090406278100846,-7.582982725718785
25017,1537215,"Middlesex County, MA",0.004896929745480642,-5.319146852805415
25019,10298,"Nantucket County, MA",3.280515901741764e-05,-10.324924767826106
25021,681845,"Norfolk County, MA",0.002172075514685485,-6.132072110164227
25023,499759,"Plymouth County, MA",0.0015920250014940397,-6.442748487227204
